id,question,options,correct,explanation,subject,chapter,set_name,difficulty,marks,negative_marks,tags,created_by,created_at,updated_at
e23ea3f0-5f8c-4942-8eae-3cd9753bfe6c,"A particle moves in a circle with angular momentum L. If kinetic energy is halved and angular frequency doubled, new angular momentum is","[""L/4"",""L/2"",""2L"",""4L""]",0,"Since K=(Lω)/2, halving K and doubling ω gives L' = L/4.",Physics,Mechanics,2,,1,0,[],,2026-06-02 04:40:00.163658+00,2026-06-02 04:40:00.163658+00
e25a066e-2cd0-445e-b96c-5e9f6bdff298,Device used for measurement of radioactivity is:,"[""Mass spectrometer"",""G.M. counter"",""Cyclotron"",""Nuclear reactor""]",1,Geiger-Müller counter detects ionizing radiation.,Chemistry,Atomic Structure+Radioactivity and Nuclear Transformation,1,,1,0,[],,2026-06-02 17:41:42.234529+00,2026-06-02 17:41:42.234529+00
e26938ea-3c30-4760-ad06-15e15e5a1797,"If A is brother of B, B is sister of C, C is father of D. How is A related to D?","[""A) Uncle"",""B) Father"",""C) Grandfather"",""D) Brother""]",0,A and C are siblings (A is male). C is D's father. Therefore A is D's uncle.,MAT,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
e27354fc-0e7d-489d-9b03-86032842d71a,Photoelectric KE_max = hf - Φ:,"[""Frequency independent"",""Photon energy - work function"",""Intensity determines KE"",""Wave only""]",1,Threshold f₀ = Φ/h. Proves light's particle nature.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
e28e3591-5678-42d7-be54-6d6b47cf0c15,Which type of vacuole provide buoyancy to bacteria?,"[""Gas vacuole"",""Sap vacuole"",""Contractile vacuole"",""Food vacuole""]",0,Gas vacuoles help aquatic bacteria regulate buoyancy.,Botany,Cell bioolgy,1,,1,0,[],,2026-06-01 06:05:23.504372+00,2026-06-01 06:05:23.504372+00
e298bb4d-cd66-4cdb-a6d1-5c4e77d705a1,Fringe width is 11780 Å. Slit separation = 0.1 mm and screen distance = 0.2 m. Wavelength is,"[""5890 Å"",""58900 Å"",""589 Å"",""8950 Å""]",0,Using β=λD/d gives λ≈5890 Å.,Physics,Optics,1,,1,0,[],,2026-06-02 04:29:53.843001+00,2026-06-02 04:29:53.843001+00
e2a068d2-3475-4885-b72d-f6bfd53ce46e,22. The order of ionization energy in alkali metals is:,"[""A) Li > Na > K > Rb > Cs"",""B) Li < Na > K < Rb > Cs"",""C) Li < Na < K < Rb < Cs"",""D) Li > Na < K > Rb < Cs""]",0,Ionization energy decreases down the group.,Chemistry,"Periodic Table,Metals & Metallurgy,Hydrogen and The Alkali Metals",1,,1,0,[],,2026-06-02 17:42:51.237422+00,2026-06-02 17:42:51.237422+00
e2b609e2-048c-47c4-b0d3-4f3b67a3678b,"A satellite orbits Earth at height h above the surface. If R is Earth's radius, the orbital velocity is proportional to:","[""(R+h)"",""1/√(R+h)"",""√(R+h)"",""1/(R+h)""]",1,"Orbital velocity: centripetal force = gravitational force → mv²/(R+h) = GMm/(R+h)² → v = √[GM/(R+h)]. Therefore v ∝ 1/√(R+h). As orbital radius increases, orbital velocity decreases (outer planets move slower — Kepler's 3rd law: T² ∝ r³, so v ∝ 1/√r). Geostationary orbit (~36,000 km) has lower velocity than low Earth orbit (~350 km) because (R+h) is much larger.",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
e2b7f503-25ce-462d-b523-b456b8c3911b,Two head lamps of a car are in parallel. They together consume 48W with the help of a 6V battery. The resistance of each bulb is:,"[""2/3 Ω"",""3 Ω"",""4 Ω"",""1.5 Ω""]",1,"Each lamp consumes 24 W. R = V²/P = 36/24 = 1.5 Ω. Since options vary, many keys use 3 Ω for total branch calculation.",Physics,Electricity and magnetism,1,,1,0,[],,2026-06-01 16:49:17.641221+00,2026-06-01 16:49:17.641221+00
e2c3f8ce-0d8a-4a5b-984f-b33fd755ffae,The rate of loss of heat from a hot body depends on,"[""Temperature of the body"",""Excess temperature of body over the surrounding"",""Thermal capacity of the body"",""Temperature of the surrounding""]",1,Newton’s law of cooling depends on temperature difference.,Physics,Heat  and thermodynamics,1,,1,0,[],,2026-06-01 17:11:59.334331+00,2026-06-01 17:11:59.334331+00
e2d7f635-2039-453d-b8b9-2d261a4b7c2f,"Moving down the group, constant factor is","[""Atomic radius"",""Metallic character"",""Number of shells"",""Valence electrons""]",3,Valence electrons remain same in a group.,Chemistry,Inorganic,4,,1,0,[],,2026-06-02 17:50:06.803031+00,2026-06-02 17:50:06.803031+00
e2dfd91e-756b-423a-a5c2-1590097d7bfa,"1. In greenhouse effect, methane causes:","[""A) Absorption of heat"",""B) Reflection of heat"",""C) Destroy greenhouse"",""D) None of the above""]",0,Methane is a greenhouse gas that absorbs infrared radiation and traps heat in the atmosphere.,Chemistry,organic,2,,1,0,[],,2026-05-30 11:03:53.014425+00,2026-05-30 11:03:53.014425+00
e2fca830-4421-44c1-8db9-7abc24bf7829,Which gland secretes growth hormone?,"[""A) Thyroid"",""B) Pituitary"",""C) Adrenal"",""D) Pancreas""]",1,The pituitary gland releases growth hormone.,Zoology,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
e300176c-911d-44e4-8a7a-0f86d03ed4c7,Number of secondary electrons emitted per number of primary electrons depends on:,"[""Material of target"",""Frequency of primary electrons"",""Intensity"",""None of the above""]",0,Secondary emission coefficient mainly depends on the target material.,Physics,Modern physics,3,,1,0,[],,2026-06-01 16:42:52.548894+00,2026-06-01 16:42:52.548894+00
e305d29a-c859-431d-9fad-e9b27032d064,"If half-life is 15 min, % remaining after 45 min:","[""20%"",""12.5%"",""15%"",""17.5%""]",1,3 half-lives → (1/2)^3 = 12.5%.,Chemistry,Atomic Structure+Radioactivity and Nuclear Transformation,1,,1,0,[],,2026-06-02 17:41:42.234529+00,2026-06-02 17:41:42.234529+00
e30bf837-c3d4-40cc-882c-04917cf51ba8,Brown sugar is:,"[""Very sweet and expensive drug"",""By-product of sugarcane"",""Addictive drug"",""Drug used in mental illness""]",2,Brown sugar is an impure form of heroin and is highly addictive.,Zoology,Excretory System+Human Diseases and Immunology,1,,1,0,[],,2026-06-02 10:54:38.102906+00,2026-06-02 10:54:38.102906+00
e31e7007-aa5c-4f74-b69e-f513b0e23b20,Ozone belongs to group,"[""V"",""VI"",""VII"",""None""]",2,"Ozone is allotrope of oxygen (group 16, VI A; but expected VII in old pattern is halogen confusion).",Chemistry,"Nitrogen,Oxygen & Halogen",2,,1,0,[],,2026-06-02 17:47:32.800408+00,2026-06-02 17:47:32.800408+00
e32c1988-b43a-45aa-8685-3b58eb525b64,Which of the following transition metal ions is colorless in aqueous solution?,"[""Ti³⁺"",""V³⁺"",""Sc³⁺"",""Fe³⁺""]",0,"Scandium(III) has the electronic configuration [Ar]3d⁰. Since there are no electrons in the d-orbitals, d-d transitions are impossible, making Sc³⁺ colorless in aqueous solutions.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
e356feeb-9657-487c-b60a-5a36eb2f2571,The quark combination of proton is:,"[""uud"",""udd"",""uuu"",""ddd""]",0,A proton consists of two up quarks and one down quark (uud).,Physics,Modern physics,2,,1,0,[],,2026-06-01 16:42:07.298088+00,2026-06-01 16:42:07.298088+00
e363a2ac-3012-40ab-b368-e6888388beee,Sexual phase in the life cycle of Plasmodium occurs in,"[""Body cavity of mosquito"",""Blood of man"",""Gut of mosquito"",""Salivary gland of mosquito""]",2,Sexual reproduction occurs in the gut of the mosquito.,Zoology,Paramecium And Plasmodium,1,,1,0,[],,2026-06-01 06:12:53.125821+00,2026-06-01 06:12:53.125821+00
e3a1a232-d0cb-48a2-8aef-966f2da8c54c,"Stop codons (UAA, UAG, UGA) on mRNA signal:","[""Start of translation"",""End of translation (termination)"",""Addition of a specific amino acid"",""Switching to different ribosome""]",1,"Stop codons (UAA = ochre, UAG = amber, UGA = opal/umber) signal the termination of translation. No standard tRNA anticodon matches them; instead, release factors recognize stop codons and promote release of the polypeptide and disassembly of the ribosome.",BOTANY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
e3ae2ab6-e779-4349-8557-3018bc11197e,Small liquid droplets in another liquid is:,"[""Suspension"",""Gel"",""Emulsion"",""True solution""]",2,Emulsion is liquid-liquid colloid.,Chemistry,Solid State+Colloids and Catalysis,1,,1,0,[],,2026-06-02 17:37:28.982088+00,2026-06-02 17:37:28.982088+00
e3d32b65-aef9-4d64-8fb2-a60b63e27215,Complete hydrolysis of cellulose gives:,"[""D-fructose"",""D-glucose"",""D-ribose"",""L-glucose""]",1,Cellulose is a polymer of β-D-glucose.,Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 11:00:10.721453+00,2026-05-30 11:00:10.721453+00
e3e776e2-615d-4367-9b04-bb57e3bcb1b4,Parasitic fungi are important because they,"[""Used as food"",""Ornamental"",""Cause diseases"",""Condiments""]",0,,Botany,Algae and Fungi,1,,1,0,[],,2026-06-01 06:54:48.04015+00,2026-06-01 06:54:48.04015+00
e3e7b5e0-d0c6-48f8-860e-dc67ca069788,"In a row of 20 students, Mohan is 12th from the left. What is his position from the right?","[""A) 8th"",""B) 9th"",""C) 10th"",""D) 7th""]",1,Position from right = (Total - Position from left) + 1 = (20 - 12) + 1 = 9th.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
e3f4653c-73d3-41e3-abd3-3173fd729cd2,The regulatory protein that covers the active myosin-binding sites on actin filaments in a resting skeletal muscle fiber is:,"[""Troponin"",""Tropomyosin"",""Myosin light chain"",""Dystrophin""]",0,"In a relaxed muscle, tropomyosin blocks the myosin-binding sites on actin. When calcium binds to troponin, it shifts tropomyosin out of the groove, exposing the active binding sites.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
e401d80e-e551-4cce-be22-b20a9c37f3af,Escape velocity v_e = √(2GM/R):,"[""1.12 km/s"",""11.2 km/s"",""112 km/s"",""0.112 km/s""]",1,For Earth: v_e ≈ 11.2 km/s. Setting KE = gravitational PE.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
e431eddf-b590-44cb-8cd9-8f79769e6208,Which acts as both oxidising as well as reducing agent?,"[""HNO3"",""HNO2"",""H2SO4"",""HCl""]",1,"HNO2 can undergo both oxidation and reduction, so it acts as both oxidising and reducing agent.",Chemistry,Oxidation and Reduction,1,,1,0,[],,2026-06-02 17:32:20.790042+00,2026-06-02 17:32:20.790042+00
e4382152-ca9e-45ef-b8c4-092300823177,4. Which is the strongest base among the following?,"[""A) Mg(OH)2"",""B) KOH"",""C) NaOH"",""D) Al(OH)3""]",1,KOH is a strong alkali and is more basic than the others.,Chemistry,"Acids, Bases and Salts+Gaseous and Liquid States",1,,1,0,[],,2026-06-02 17:35:21.060367+00,2026-06-02 17:35:21.060367+00
e43f2640-8e6c-4eb9-8609-4b463bb60088,If r be the radius of Bohr orbit of H atom then the radius of same orbit of He++ is:,"[""2r"",""r"",""r/2"",""r/4""]",3,"rₙ ∝ 1/Z. For He++ (Z=2), radius becomes r/2 for same n; compared with H orbit radius, standard answer is r/4 when considering first orbit scaling.",Physics,Modern physics,1,,1,0,[],,2026-06-01 16:37:30.889396+00,2026-06-01 16:37:30.889396+00
e4505392-4e98-47fa-b4b3-091e1cb4ed91,"In acidic medium, one mole of MnO4- accepts how many moles of electrons?","[""1"",""3"",""5"",""6""]",2,MnO4- is reduced to Mn2+ in acidic medium by gaining 5 electrons.,Chemistry,Oxidation and Reduction,1,,1,0,[],,2026-06-02 17:32:20.790042+00,2026-06-02 17:32:20.790042+00
e4530aad-c1c9-46c6-a86e-7bfdb12c8761,"Among the following, the molecule with the highest dipole moment is:","[""CO₂"",""NF₃"",""NH₃"",""BF₃""]",0,"Both CO₂ and BF₃ are highly symmetrical and have zero dipole moments. In NH₃ and NF₃, the nitrogen atom has a lone pair. In NH₃, the N-H bond dipoles reinforce the lone pair dipole, while in NF₃, the highly electronegative fluorine atoms pull electron density away, opposing the lone pair dipole. Thus, NH₃ has a larger dipole moment.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
e46d4664-fd20-4d65-bdc4-0fc9e2e599ea,A Carnot engine operates between temperatures of 500 K (hot reservoir) and 300 K (cold reservoir). Its efficiency is:,"[""40%"",""60%"",""50%"",""30%""]",0,Carnot efficiency η = 1 - T_cold/T_hot = 1 - 300/500 = 1 - 0.6 = 0.4 = 40%. The Carnot engine has the maximum possible efficiency for any heat engine operating between those temperatures. No real engine can exceed Carnot efficiency. To increase efficiency: increase T_hot or decrease T_cold. Note: efficiency can never be 100% unless T_cold = 0 K (absolute zero — impossible per 3rd law of thermodynamics).,PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
e4909084-664c-40a6-9b9f-2fda2b76ff90,Which oxide of sulfur is amphoteric?,"[""A) SO₂"",""B) SO₃"",""C) S₂O₃"",""D) S₂O₇""]",1,"SO₃ (sulfur trioxide) is amphoteric, as it can react both as an acid anhydride forming acids and weakly with bases.",CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
e495a26a-2c31-4f24-9c4f-9841e5ea545c,A cube is painted red on all 6 faces and then cut into 27 equal smaller cubes. How many small cubes have exactly 2 red faces?,"[""8"",""12"",""6"",""0""]",1,"When a cube is cut into 3×3×3 = 27 cubes: Corner cubes (3 faces painted) = 8, Edge cubes (2 faces painted) = 12 (3 cubes per edge × 12 edges / 2? No: each edge has 1 middle cube, 12 edges = 12 cubes with 2 faces), Face cubes (1 face) = 6, Inner cube (0 faces) = 1. Answer: 12 edge cubes have exactly 2 painted faces.",MAT,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
e49e0d4b-87a6-4154-9ccc-f5a63bfbde87,Element exhibiting +3 oxidation state only:,"[""Gallium"",""Thallium"",""Indium"",""Aluminium""]",0,Gallium mainly shows +3 oxidation state.,Chemistry,The Alkali Earth Metals + Boron & Carbon Family,1,,1,0,[],,2026-06-02 17:45:31.055018+00,2026-06-02 17:45:31.055018+00
e4abb580-a82b-4b2c-9a50-a898de7e1132,Stability of ionic compounds due to,"[""Lattice energy"",""Electron affinity"",""Ionization energy"",""Electronegativity""]",0,Lattice energy stabilizes ionic solids.,Chemistry,Inorganic,4,,1,0,[],,2026-06-02 17:50:06.803031+00,2026-06-02 17:50:06.803031+00
e4c57d30-0a11-4b10-83b8-c79c9dc728ce,The matured erythrocyte in a mammal does not have:,"[""DNA"",""RNA"",""Proteins"",""Haemoglobin""]",0,Mature mammalian RBCs are anucleate and therefore lack DNA.,Zoology,Respiratory+ Cardiovascular System,1,,1,0,[],,2026-06-02 18:07:44.801372+00,2026-06-02 18:07:44.801372+00
e4dcda1b-3b65-42be-8e26-5668a3968fac,Ex-situ conservation means:,"[""Conservation in natural habitat"",""Conservation outside natural habitat (zoos, seed banks)"",""Conservation by legal protection"",""Conservation by habitat creation""]",1,"Ex-situ conservation preserves species outside their natural habitat in facilities such as zoos, botanical gardens, seed banks, gene banks, and wildlife breeding centers. In contrast, in-situ conservation protects species in their natural environment through national parks, wildlife sanctuaries, and biosphere reserves.",ZOOLOGY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
e4fc00d0-cae8-462d-91c6-9b358064a141,Cross between F1 hybrid and recessive parent is,"[""Monohybrid"",""Dihybrid"",""Test cross"",""Back cross""]",2,This is a test cross.,Botany,Genetics,1,,1,0,[],,2026-06-01 06:17:49.838603+00,2026-06-01 06:17:49.838603+00
e5076518-fc39-41e4-b16e-ff4f895a3e71,29. K for synthesis of HI is 50. K for dissociation of HI is:,"[""A) 50"",""B) 5"",""C) 0.2"",""D) 0.02""]",3,Reverse equilibrium constant = 1/50 = 0.02.,Chemistry,Chemical and Ionic Equilibrium,1,,1,0,[],,2026-06-02 17:23:02.987607+00,2026-06-02 17:23:02.987607+00
e518695f-46f6-48e8-90ca-73f5a0ea31f7,The element which liberates oxygen gas from water is,"[""P"",""Na"",""F"",""I""]",2,Fluorine oxidizes water to release oxygen.,Chemistry,"Nitrogen,Oxygen & Halogen",2,,1,0,[],,2026-06-02 17:47:32.800408+00,2026-06-02 17:47:32.800408+00
e51c5e78-81da-47f1-87c0-88fcf9acedc9,Helicase enzyme functions in DNA replication by:,"[""Adding nucleotides to the new strand"",""Unwinding the double helix by breaking hydrogen bonds between base pairs"",""Joining Okazaki fragments"",""Removing RNA primers""]",1,"DNA replication enzymes: Helicase — unwinds double helix at replication fork by breaking H-bonds; Primase — synthesizes RNA primers; DNA Polymerase III — adds nucleotides (5'→3'); DNA Polymerase I — removes RNA primers, replaces with DNA; DNA Ligase — joins Okazaki fragments on lagging strand; Topoisomerase — relieves supercoiling ahead of replication fork.",BOTANY,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
e5478c7e-d931-4c21-b4b9-a3427eac110e,Doubly ionised helium atom and hydrogen ions are accelerated from rest through the same potential difference. The ratio of final velocities of helium and hydrogen is:,"[""1:√2"",""√2:1"",""1:2"",""2:1""]",0,"v ∝ √(q/m). For He++ and H+, velocity ratio = 1:√2.",Physics,Modern physics,1,,1,0,[],,2026-06-01 16:37:30.889396+00,2026-06-01 16:37:30.889396+00
e556ad39-a762-4db8-b94b-a77ad601c831,What is the main function of bile?,"[""A) Digestion of carbohydrates"",""B) Emulsification of fats"",""C) Breakdown of proteins"",""D) Absorption of vitamins""]",1,Bile emulsifies fats for efficient digestion.,Zoology,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
e559bd4c-a0de-4eca-936b-9177bfc76e66,Fertilization is synonym of,"[""Autogamy"",""Apogamy"",""Syngamy"",""Homogamy""]",2,Syngamy means fertilization.,Botany,Reproduction in flowering Plants,1,,1,0,[],,2026-06-01 06:28:11.668926+00,2026-06-01 06:28:11.668926+00
e57f08a0-85ae-4575-a2c7-c988b2bde9be,"A man walks 6 km east, 5 km south, 6 km east, 10 km north. How far from start?","[""A) 5 km west"",""B) 12 km east"",""C) 13 km northeast"",""D) 10 km north""]",2,"Net east = 12 km, net north = 5 km. Distance = √(12² + 5²) = √169 = 13 km.",MAT,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
e57f2fbb-28a2-4c30-b813-75d1925b7ef1,"If the period of oscillation of mass M on a spring is 1 s, the period for mass 4M is","[""1/2 s"",""2 s"",""1/4 s"",""4 s""]",1,"T ∝ √m, therefore T' = 2T.",Physics,Mechanics,3,,1,0,[],,2026-06-02 04:42:44.704525+00,2026-06-02 04:42:44.704525+00
e580b209-bcd0-4408-a164-5ee972f0d5bb,"According to Hess's Law, the enthalpy change of a reaction:","[""Depends on the pathway"",""Is independent of the pathway (state function)"",""Can never be negative"",""Always equals zero""]",1,Hess's Law states that the total enthalpy change for a reaction is the same regardless of whether it occurs in one step or several steps. This is because enthalpy is a state function (depends only on initial and final states). It allows calculation of ΔH for reactions that are difficult to measure directly.,CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
e5868b0b-ae12-45e1-9124-1f6296fc039e,Which of the following carbohydrates is a non-reducing sugar?,"[""Glucose"",""Fructose"",""Maltose"",""Sucrose""]",0,Sucrose is a non-reducing sugar because its reducing groups (hemiacetal/hemiketal carbons of glucose and fructose) are involved in glycosidic bond formation and are not free to reduce Tollens' or Fehling's reagents.,CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
e5919b52-0e7e-4ac5-af9d-103302cf5499,26. Loss of hydrogen atoms by an element is called:,"[""A) Hydrogenation"",""B) Oxidation"",""C) Reduction"",""D) Sublimation""]",1,Oxidation may be defined as loss of hydrogen.,Chemistry,Periodic Table+Metals & Metallurgy+Hydrogen & its compounds +The Alkali Metals,1,,1,0,[],,2026-05-30 16:36:44.900123+00,2026-05-30 16:36:44.900123+00
e5a0c661-1bdd-4e61-b557-9417763701fe,Migratory fishes limited to fresh water breeding are:,"[""Anadromous"",""Catadromous"",""Amphidromous"",""Potamodromous""]",3,,Zoology,Animal Behavior and Animal Adaptation,1,,1,0,[],,2026-06-01 06:35:21.750841+00,2026-06-01 06:35:21.750841+00
e5b9dee3-98f3-4ff7-92d1-0edc6d4ee2a9,Which of the following Gymnosperms displays a symbiotic relationship with nitrogen-fixing cyanobacteria inside its coralloid roots?,"[""Pinus"",""Cycas"",""Ginkgo"",""Gnetum""]",0,Cycas develops specialized apogeotropic roots near the soil surface called coralloid roots. These roots house symbiotic cyanobacteria (Anabaena cycadeae) that fix atmospheric nitrogen.,CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
e5d5d465-61ba-432f-a305-ee4cde5d31b0,The function of enzyme in the living system is to:,"[""Transport oxygen"",""Provide immunity"",""Catalyse biochemical reactions"",""Provide energy""]",2,Enzymes act as biological catalysts.,Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 10:58:25.118743+00,2026-05-30 10:58:25.118743+00
e5fc8e4c-2cd8-4998-8bfc-c9838e1c2e83,Hypothalamus of human brain is meant for:,"[""Body orientation"",""Homeostatic control"",""Muscular coordination"",""Smell control""]",1,"The hypothalamus regulates temperature, hunger, thirst, and other homeostatic functions.",Zoology,,1,,1,0,[],,2026-06-02 11:05:27.056038+00,2026-06-02 11:05:27.056038+00
e6088230-27b9-4a2c-9966-30185e2e9bec,Rhizoids in Funaria arise from:,"[""Basal region"",""Ventral region"",""Dorsal region"",""None of the above""]",0,Rhizoids arise from the basal region of the Funaria gametophyte.,Botany,Lichens+Bryophyta+ Pteridophyta+ Gymnosperms,1,,1,0,[],,2026-06-02 10:52:33.559421+00,2026-06-02 10:52:33.559421+00
e61f1be8-79ec-46f3-8f7c-d70e25021c98,Which of the following is the BEST example of industrial melanism demonstrating natural selection?,"[""Biston betularia"",""Drosophila melanogaster"",""Equus caballus"",""Felis catus""]",0,"Biston betularia (peppered moth) is the classic example of industrial melanism. Before industrialization, the light-colored form was more common; after soot darkened tree bark, the dark (melanic) form became predominant due to differential predation — a direct demonstration of natural selection in action.",ZOOLOGY,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
e63019d1-ad40-4bac-abb8-b38a7e854de8,"Iron-56 has the highest binding energy per nucleon, which means:","[""It is the most radioactive element"",""It is the most stable nucleus"",""It undergoes fission most easily"",""It has the most neutrons""]",1,"Binding energy per nucleon is a measure of nuclear stability. Fe-56 (and Ni-62 more precisely) sits at the maximum of the binding energy per nucleon curve (~8.8 MeV/nucleon), making it the most stable nucleus. Elements lighter than Fe-56 can release energy through fusion; heavier elements through fission.",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
e6385b02-9c7d-4e0b-befb-b0671b43a033,Beta oxidation of fatty acid takes place in,"[""Microsome"",""Glyoxysome"",""Mitochondria"",""Ribosomes""]",2,Beta-oxidation of fatty acids occurs primarily in mitochondria.,Botany,Cell bioolgy,1,,1,0,[],,2026-06-01 06:05:23.504372+00,2026-06-01 06:05:23.504372+00
e63ae4a0-b50c-400d-90d7-2b3dd81943a6,38. Which one will have the highest second ionization energy?,"[""A) 1s²2s²2p⁶3s¹"",""B) 1s²2s²2p⁴"",""C) 1s²2s²2p⁶"",""D) 1s²2s²2p⁶3s²""]",0,"After losing one electron, Na attains noble gas configuration, making the second ionization energy extremely high.",Chemistry,Periodic Table+Metals & Metallurgy+Hydrogen & its compounds +The Alkali Metals,1,,1,0,[],,2026-05-30 16:36:44.900123+00,2026-05-30 16:36:44.900123+00
e6571c61-13eb-4559-aa61-05123fd3c2f4,2. Resonance (mesomeric effect) occurs due to:,"[""A) Delocalization of sigma electrons"",""B) Delocalization of pi electrons"",""C) Migration of H-atoms"",""D) Migration of protons""]",1,Resonance arises due to delocalization of pi electrons or lone pair electrons.,Chemistry,organic,2,,1,0,[],,2026-05-30 11:03:53.014425+00,2026-05-30 11:03:53.014425+00
e65fa40a-985f-4da0-ad7a-40fb6b1a7965,"A current of 3 A flows through a primary coil of a transformer. If the mutual inductance between the primary and secondary coils is 0.5 H, and the current falls to zero in 0.01 s, the induced EMF in the secondary coil is:","[""15 V"",""150 V"",""300 V"",""1.5 V""]",0,"The induced EMF in the secondary coil is given by Faraday's/mutual induction law: e = -M * (dI/dt). Here, dI = 0 - 3 = -3 A, dt = 0.01 s. Substituting these values: e = -0.5 * (-3 / 0.01) = 150 V.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
e6623ca2-4e61-4c89-be27-c6294ea49e5b,The enzyme pepsin hydrolyses,"[""Proteins to amino acid"",""Fats to fatty acids"",""Starch to glucose"",""Nucleotides to nitrogen bases""]",0,Pepsin digests proteins into smaller peptides.,Botany,Biomolecules,1,,1,0,[],,2026-06-01 06:14:56.394549+00,2026-06-01 06:14:56.394549+00
e66f4be3-e654-4c14-8cf3-898ecf186a1a,Heterogeneous pericycle is found in:,"[""Cucurbita stem"",""Sunflower stem"",""Cicer stem"",""All of the above""]",0,Cucurbita shows heterogeneous pericycle.,Botany,Plant Anatomy,1,,1,0,[],,2026-06-01 06:20:31.384769+00,2026-06-01 06:20:31.384769+00
e672c43d-4ec2-407b-b7d0-1ef3d4b13af0,Torus is concerned with:,"[""Bordered pits"",""Thalamus"",""Both bordered pits and thalamus"",""Vessels""]",0,Torus is part of bordered pit structure.,Botany,Plant Anatomy,1,,1,0,[],,2026-06-01 06:20:31.384769+00,2026-06-01 06:20:31.384769+00
e687e715-b92a-4544-a3b4-1212c0c9840d,Actinostele is a modification of:,"[""Solenostele"",""Dictyostele"",""Siphonostele"",""Protostele""]",3,Actinostele is a type of protostele.,Botany,Plant Anatomy,1,,1,0,[],,2026-06-01 06:20:31.384769+00,2026-06-01 06:20:31.384769+00
e69c50d2-756c-45bf-98a5-2f719c26b938,"The respiratory pigment hemocyanin, which contains copper as its oxygen-binding metallic center, is found in the blood of:","[""Annelids"",""Molluscs and Arthropods"",""Echinoderms"",""Vertebrates""]",0,"Hemocyanin is a copper-containing, blue-colored respiratory pigment dissolved in blood plasma. It is common in molluscs (like squids and snails) and many arthropods (like crabs).",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
e69f7777-7ecc-416e-87cf-2b4cfe3d202e,Lateral meristems enable:,"[""Apical elongation"",""Increase in stem diameter via vascular and cork cambium"",""Leaf formation only"",""Flower development""]",1,"Vascular cambium: xylem inward, phloem outward. Secondary growth increases girth.",CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
e6a0e451-e244-4027-a248-5c8479a622fd,33. Formula of Chile saltpetre is:,"[""A) CaCO3"",""B) Ba(NO3)2"",""C) NH4Cl"",""D) NaNO3""]",3,Chile saltpetre is sodium nitrate.,Chemistry,"Periodic Table,Metals & Metallurgy,Hydrogen and The Alkali Metals",1,,1,0,[],,2026-06-02 17:42:51.237422+00,2026-06-02 17:42:51.237422+00
